trinotate.gene_id	trinotate.gene_ontology_BLASTP
LALB_v3.1_02914	GO:0005524, GO:0004140, GO:0015937
LALB_v3.1_03113	.
LALB_v3.1_02364	.
LALB_v3.1_02822	.
LALB_v3.1_02248	.
LALB_v3.1_02420	.
LALB_v3.1_03079	.
LALB_v3.1_03004	GO:0005634, GO:0000806, GO:0015035, GO:0006457
LALB_v3.1_02553	GO:0005737, GO:0005829, GO:0045111, GO:0005634, GO:0016272, GO:0001540, GO:0051082, GO:1905907, GO:0090090, GO:0045892, GO:0006457, GO:0060041, GO:1990113, GO:1990114, GO:1990115
LALB_v3.1_02727	.
LALB_v3.1_02280	GO:0005737, GO:0005634, GO:0005667, GO:0001046, GO:0003700, GO:0000981, GO:0001217, GO:0019899, GO:0000978, GO:0001708, GO:0043282, GO:0040011, GO:0042694, GO:0002119, GO:0160096, GO:0051402, GO:0001764, GO:0042048, GO:0045893, GO:0010468, GO:0032880, GO:0006357
LALB_v3.1_02280	GO:0005737, GO:0005634, GO:0005667, GO:0001046, GO:0003700, GO:0000981, GO:0001217, GO:0019899, GO:0000978, GO:0001708, GO:0043282, GO:0040011, GO:0042694, GO:0002119, GO:0160096, GO:0051402, GO:0001764, GO:0042048, GO:0045893, GO:0010468, GO:0032880, GO:0006357
LALB_v3.1_02398	GO:0005789, GO:0000137, GO:0031985, GO:0000139, GO:0031201, GO:0005484, GO:0019905, GO:0006888, GO:0015031, GO:0048280
LALB_v3.1_02827	GO:0016020, GO:0030246, GO:0009887, GO:0007155, GO:0050890
LALB_v3.1_02663	GO:0005737, GO:0005829, GO:0005769, GO:0045171, GO:0043231, GO:0016020, GO:0015630, GO:0005654, GO:0005886, GO:0055037, GO:0043014, GO:0045504, GO:0042802, GO:0005178, GO:0035091, GO:0030036, GO:0006915, GO:0030336, GO:0036158, GO:0016601
LALB_v3.1_02601	GO:0070062, GO:0043202, GO:0005764, GO:0004561, GO:0030534, GO:0042982, GO:0035909, GO:0048143, GO:0006914, GO:0055013, GO:0044242, GO:0071407, GO:0034599, GO:0021680, GO:0032963, GO:1904390, GO:0007028, GO:0008340, GO:0003158, GO:0035640, GO:0001573, GO:0007030, GO:0031069, GO:0030200, GO:0030201, GO:0030202, GO:0042445, GO:0060119, GO:0003220, GO:0060173, GO:0001889, GO:0045475, GO:0007040, GO:0035633, GO:0014004, GO:0001774, GO:0042474, GO:0003183, GO:0061744, GO:0060586, GO:0021675, GO:0007399, GO:0043161, GO:0016485, GO:0097696, GO:0034285, GO:0032496, GO:0009611, GO:0046548, GO:1904389, GO:0097577, GO:0006801, GO:0034142, GO:0099022
LALB_v3.1_02396	GO:0005737, GO:0016423, GO:0000049, GO:0030488
LALB_v3.1_02299	GO:0005912, GO:0005604, GO:0005938, GO:0032154, GO:0062023, GO:0005737, GO:0070062, GO:0005927, GO:0005509, GO:0005201, GO:0030036, GO:0071711, GO:0007049, GO:0051301, GO:0007157, GO:0007156, GO:0009617, GO:0007601
LALB_v3.1_02299	GO:0005912, GO:0005604, GO:0005938, GO:0032154, GO:0062023, GO:0005737, GO:0070062, GO:0005927, GO:0005509, GO:0005201, GO:0030036, GO:0071711, GO:0007049, GO:0051301, GO:0007157, GO:0007156, GO:0009617, GO:0007601
LALB_v3.1_03023	GO:0005576, GO:0004252, GO:0007586, GO:0006508
LALB_v3.1_02567	GO:0005576, GO:0106435
LALB_v3.1_02595	GO:0120293, GO:0005730, GO:0005654
LALB_v3.1_02477	.
LALB_v3.1_02477	.
LALB_v3.1_02657	GO:0030424, GO:0015030, GO:0005737, GO:0036464, GO:0005829, GO:0097504, GO:0043005, GO:0005654, GO:0005634, GO:0043204, GO:0032797, GO:0034719, GO:0030018, GO:0003723, GO:0006353, GO:0007399, GO:0000387
LALB_v3.1_03041	GO:0005737, GO:0004342, GO:0005975, GO:0006091, GO:0006043, GO:0006044
LALB_v3.1_02877	GO:0005778, GO:0102965, GO:0080019, GO:0008611, GO:0010025
LALB_v3.1_03015	GO:0005737, GO:0005783, GO:0048471, GO:0035770, GO:0034458, GO:0005524, GO:0016887, GO:0008186, GO:0004386, GO:1990247, GO:0003723, GO:0070063, GO:0051729, GO:0051321, GO:0048599, GO:0044829, GO:0070555, GO:0034612, GO:0007286
LALB_v3.1_02186	GO:0034703, GO:0016020, GO:0005262, GO:0005261, GO:0006816, GO:0006812, GO:0048060, GO:0006813, GO:0009408
LALB_v3.1_02186	GO:0034703, GO:0016020, GO:0005262, GO:0005261, GO:0006816, GO:0006812, GO:0048060, GO:0006813, GO:0009408
LALB_v3.1_02186	.
LALB_v3.1_02186	.
LALB_v3.1_02777	.
LALB_v3.1_02293	GO:0005737, GO:0005886, GO:0005104, GO:0042802, GO:0005068, GO:0008543, GO:0007165
LALB_v3.1_03029	.
LALB_v3.1_02644	GO:0005737, GO:0005829, GO:0005634, GO:0000932, GO:0008190, GO:0003729, GO:1905536, GO:0017148
LALB_v3.1_02644	GO:0005737, GO:0005829, GO:0005634, GO:0000932, GO:0008190, GO:0003729, GO:1905536, GO:0017148
LALB_v3.1_02644	GO:0005737, GO:0005829, GO:0005634, GO:0000932, GO:0008190, GO:0003729, GO:1905536, GO:0017148
LALB_v3.1_02644	GO:0005737, GO:0005829, GO:0005634, GO:0000932, GO:0008190, GO:0003729, GO:1905536, GO:0017148
LALB_v3.1_02282	GO:0000785, GO:0005737, GO:0005634, GO:0000151, GO:0140852, GO:0070728, GO:0061630, GO:0008270, GO:0071233, GO:0031507, GO:0007141, GO:0007140, GO:0032007, GO:0016567, GO:0007131, GO:0010526, GO:0007283, GO:0006511, GO:0071596
LALB_v3.1_02669	.
LALB_v3.1_02559	GO:0000785, GO:0005737, GO:0000118, GO:0031490, GO:0032454, GO:0140683, GO:0046872, GO:0003712, GO:0006357
LALB_v3.1_02559	GO:0000785, GO:0005737, GO:0000118, GO:0031490, GO:0032454, GO:0140683, GO:0046872, GO:0003712, GO:0006357
LALB_v3.1_02559	GO:0000785, GO:0005737, GO:0000118, GO:0031490, GO:0032454, GO:0140683, GO:0046872, GO:0003712, GO:0006357
LALB_v3.1_02559	GO:0000785, GO:0005737, GO:0000118, GO:0031490, GO:0032454, GO:0140683, GO:0046872, GO:0003712, GO:0006357
LALB_v3.1_02559	GO:0000785, GO:0005737, GO:0000118, GO:0031490, GO:0032454, GO:0140683, GO:0046872, GO:0003712, GO:0006357
LALB_v3.1_02559	GO:0000785, GO:0005737, GO:0000118, GO:0031490, GO:0032454, GO:0140683, GO:0046872, GO:0003712, GO:0006357
LALB_v3.1_03073	.
LALB_v3.1_02255	GO:0005730, GO:0032040, GO:0042274, GO:0006364
LALB_v3.1_02427	GO:0001673, GO:0031965, GO:0005654, GO:0005634, GO:0005669, GO:0046872, GO:0002039, GO:0046982, GO:0016251, GO:0140416, GO:0051457, GO:0042789, GO:0043433, GO:0000122, GO:0045944, GO:0060261, GO:0051123
LALB_v3.1_02427	GO:0001673, GO:0031965, GO:0005654, GO:0005634, GO:0005669, GO:0046872, GO:0002039, GO:0046982, GO:0016251, GO:0140416, GO:0051457, GO:0042789, GO:0043433, GO:0000122, GO:0045944, GO:0060261, GO:0051123
LALB_v3.1_02427	GO:0001673, GO:0031965, GO:0005654, GO:0005634, GO:0005669, GO:0046872, GO:0002039, GO:0046982, GO:0016251, GO:0140416, GO:0051457, GO:0042789, GO:0043433, GO:0000122, GO:0045944, GO:0060261, GO:0051123
LALB_v3.1_02427	GO:0001673, GO:0031965, GO:0005654, GO:0005634, GO:0005669, GO:0046872, GO:0002039, GO:0046982, GO:0016251, GO:0140416, GO:0051457, GO:0042789, GO:0043433, GO:0000122, GO:0045944, GO:0060261, GO:0051123
LALB_v3.1_02188	GO:0016020, GO:0005524, GO:0009653, GO:0022008
LALB_v3.1_02981	.
LALB_v3.1_02287	GO:0005813, GO:0005737, GO:0030496, GO:0000922, GO:0019900, GO:0007049, GO:0051301, GO:0007346
LALB_v3.1_02287	GO:0005813, GO:0005737, GO:0030496, GO:0000922, GO:0019900, GO:0007049, GO:0051301, GO:0007346
LALB_v3.1_02720	GO:0005634, GO:0000981, GO:0000976, GO:0060218, GO:0007399, GO:0006355, GO:0006357
LALB_v3.1_02371	GO:0005743, GO:0005739, GO:0006915, GO:0000266
LALB_v3.1_02336	GO:0000785, GO:0005634, GO:0003677, GO:0000981, GO:0046983, GO:0042803, GO:0000978, GO:0043565, GO:1990837, GO:0001525, GO:0009952, GO:0035909, GO:0048844, GO:0001568, GO:0048514, GO:0001708, GO:0008283, GO:0044344, GO:0071300, GO:0090103, GO:0060982, GO:0007368, GO:0042471, GO:0048701, GO:0048703, GO:0070166, GO:0030855, GO:0060325, GO:0007507, GO:0003007, GO:0042472, GO:0001945, GO:0097152, GO:0007498, GO:0042474, GO:0042693, GO:0007517, GO:0048644, GO:0060415, GO:0045596, GO:2001054, GO:0001755, GO:0042475, GO:0042473, GO:0003151, GO:0003148, GO:0060017, GO:0007389, GO:0060037, GO:0008284, GO:0045893, GO:0050679, GO:0043410, GO:0002053, GO:0001934, GO:2001037, GO:0045944, GO:2000027, GO:0006357, GO:0048384, GO:0048752, GO:0007605, GO:0035176, GO:0060023, GO:0035019, GO:0048538, GO:0030878, GO:0043587, GO:0021644
LALB_v3.1_02336	GO:0000785, GO:0005634, GO:0003677, GO:0000981, GO:0046983, GO:0042803, GO:0000978, GO:0043565, GO:1990837, GO:0001525, GO:0009952, GO:0035909, GO:0048844, GO:0001568, GO:0048514, GO:0001708, GO:0008283, GO:0044344, GO:0071300, GO:0090103, GO:0060982, GO:0007368, GO:0042471, GO:0048701, GO:0048703, GO:0070166, GO:0030855, GO:0060325, GO:0007507, GO:0003007, GO:0042472, GO:0001945, GO:0097152, GO:0007498, GO:0042474, GO:0042693, GO:0007517, GO:0048644, GO:0060415, GO:0045596, GO:2001054, GO:0001755, GO:0042475, GO:0042473, GO:0003151, GO:0003148, GO:0060017, GO:0007389, GO:0060037, GO:0008284, GO:0045893, GO:0050679, GO:0043410, GO:0002053, GO:0001934, GO:2001037, GO:0045944, GO:2000027, GO:0006357, GO:0048384, GO:0048752, GO:0007605, GO:0035176, GO:0060023, GO:0035019, GO:0048538, GO:0030878, GO:0043587, GO:0021644
LALB_v3.1_02820	GO:0005741, GO:0044877, GO:0061564, GO:0042407, GO:0000266, GO:0090149, GO:0055091, GO:0008535
LALB_v3.1_02820	GO:0005741, GO:0044877, GO:0061564, GO:0042407, GO:0000266, GO:0090149, GO:0055091, GO:0008535
LALB_v3.1_02239	.
LALB_v3.1_02422	GO:0005634, GO:0003677, GO:0007417
LALB_v3.1_02422	GO:0005634, GO:0003677, GO:0007417
LALB_v3.1_02535	.
LALB_v3.1_02338	.
LALB_v3.1_02872	GO:0005743, GO:0005762, GO:0005739, GO:0003735, GO:0032543
LALB_v3.1_02560	GO:0005737, GO:0005881, GO:0005783, GO:0005789, GO:0071782, GO:0016020, GO:0031966, GO:0008017, GO:0031849, GO:0071786, GO:0051205
LALB_v3.1_02470	.
LALB_v3.1_02470	.
LALB_v3.1_02905	GO:0047886, GO:0006718
LALB_v3.1_02343	.
LALB_v3.1_02772	.
LALB_v3.1_02650	GO:0030137, GO:0030127, GO:0005829, GO:0005783, GO:0005789, GO:0005794, GO:0005811, GO:0048471, GO:0042802, GO:0120013, GO:0060090, GO:0070300, GO:0006915, GO:0038183, GO:0090110, GO:0097194, GO:0008630, GO:0160077, GO:0019915, GO:0043065, GO:0042981, GO:0090207, GO:0031667, GO:0034379
LALB_v3.1_02631	GO:0097268, GO:0005737, GO:0005829, GO:0005524, GO:0003883, GO:0042802, GO:0044210, GO:0006241, GO:0006541, GO:0035167, GO:0019856
LALB_v3.1_02995	.
LALB_v3.1_02995	.
LALB_v3.1_02456	GO:0030424, GO:0031045, GO:0070382, GO:0043025, GO:0099012, GO:0048471, GO:0005886, GO:1990769, GO:0055038, GO:0030672, GO:0005509, GO:0005544, GO:0030276, GO:0005546, GO:0001786, GO:0046982, GO:0019905, GO:0048791, GO:0071277, GO:0007268, GO:0017158, GO:0014059, GO:0048488
LALB_v3.1_02967	.
LALB_v3.1_02676	GO:0005847, GO:0005634, GO:0003729, GO:0110104, GO:0010508, GO:0000381, GO:0043484
LALB_v3.1_02676	GO:0005847, GO:0005634, GO:0003729, GO:0110104, GO:0010508, GO:0000381, GO:0043484
LALB_v3.1_02676	GO:0005847, GO:0005634, GO:0003729, GO:0110104, GO:0010508, GO:0000381, GO:0043484
LALB_v3.1_02317	GO:0016604, GO:0005654, GO:0005634, GO:0004527, GO:0003676
LALB_v3.1_03034	GO:0005634, GO:0003723
LALB_v3.1_02678	GO:0046872, GO:0047419, GO:0008448, GO:0005975, GO:0006046
LALB_v3.1_02678	GO:0046872, GO:0047419, GO:0008448, GO:0005975, GO:0006046
LALB_v3.1_02953	.
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02484	GO:0005737, GO:0010494, GO:0016604, GO:0005654, GO:0005634, GO:0016605, GO:0032991, GO:0090575, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0004713, GO:0061629, GO:0046332, GO:0003714, GO:0046790, GO:0008344, GO:0007628, GO:0009952, GO:0008283, GO:0006978, GO:0048596, GO:0060059, GO:0010467, GO:0042771, GO:0061072, GO:0060235, GO:0060425, GO:0030514, GO:0043524, GO:0000122, GO:2000059, GO:0051402, GO:0030182, GO:0018105, GO:0018107, GO:0045766, GO:0008284, GO:0043388, GO:0051091, GO:0045893, GO:0046330, GO:0032092, GO:0001934, GO:0045944, GO:0030511, GO:0006468, GO:0003016, GO:0010842, GO:0060395, GO:0007224, GO:0030878, GO:0007179, GO:0050882
LALB_v3.1_02458	GO:0005737, GO:0005768, GO:0000814, GO:0031902, GO:0043025, GO:0003730, GO:0032266, GO:0043130, GO:0045450, GO:0051028, GO:0008104, GO:0043328, GO:0042981, GO:0043162
LALB_v3.1_02711	.
LALB_v3.1_02514	GO:0032044, GO:0005700, GO:0005705, GO:0005703, GO:0008023, GO:0003682, GO:0003729, GO:0046982, GO:0044877, GO:0000993, GO:0032785, GO:0000122, GO:0032786, GO:0045944, GO:0007549, GO:0006368, GO:0140673
LALB_v3.1_02745	GO:0005886, GO:0015293, GO:0006814
LALB_v3.1_02845	GO:0097124, GO:0000307, GO:0005737, GO:0005654, GO:0005634, GO:0016538, GO:0044843, GO:0051301, GO:0000086, GO:0044772
LALB_v3.1_02845	GO:0097124, GO:0000307, GO:0005737, GO:0005654, GO:0005634, GO:0016538, GO:0044843, GO:0051301, GO:0000086, GO:0044772
LALB_v3.1_02811	GO:0005778, GO:0005777, GO:0102965, GO:0080019, GO:0008611, GO:0035336, GO:0010025
LALB_v3.1_02224	GO:0071013, GO:0005654, GO:0005524, GO:0016887, GO:0004386, GO:0003723, GO:0003724, GO:0001701, GO:0000398
LALB_v3.1_02962	.
LALB_v3.1_02203	.
LALB_v3.1_02261	GO:0005813, GO:0005737, GO:0005634, GO:0046872, GO:0001782, GO:0030865, GO:0000226, GO:0045579, GO:0035303, GO:0043029
LALB_v3.1_02261	GO:0005813, GO:0005737, GO:0005634, GO:0046872, GO:0001782, GO:0030865, GO:0000226, GO:0045579, GO:0035303, GO:0043029
LALB_v3.1_02312	GO:0005737, GO:0005856, GO:0005829, GO:0030175, GO:0005794, GO:0030027, GO:0001726, GO:0003779, GO:0005085, GO:0046872, GO:0031267, GO:0030036, GO:0007010, GO:0046847, GO:0008360, GO:0043087, GO:0051056
LALB_v3.1_02312	GO:0005737, GO:0005856, GO:0005829, GO:0030175, GO:0005794, GO:0030027, GO:0001726, GO:0003779, GO:0005085, GO:0046872, GO:0031267, GO:0030036, GO:0007010, GO:0046847, GO:0008360, GO:0043087, GO:0051056
LALB_v3.1_02505	GO:0012505, GO:0005789, GO:0005785, GO:0016887, GO:0005525, GO:0003924, GO:0003723, GO:0005047, GO:0007409, GO:0045047, GO:0050708, GO:0006614
LALB_v3.1_02505	GO:0012505, GO:0005789, GO:0005785, GO:0016887, GO:0005525, GO:0003924, GO:0003723, GO:0005047, GO:0007409, GO:0045047, GO:0050708, GO:0006614
LALB_v3.1_02209	.
LALB_v3.1_02960	.
LALB_v3.1_02274	GO:0042302
LALB_v3.1_02306	GO:0120103, GO:0005814, GO:0005768, GO:0030426, GO:0034454, GO:0008104
LALB_v3.1_02306	GO:0120103, GO:0005814, GO:0005768, GO:0030426, GO:0034454, GO:0008104
LALB_v3.1_02310	.
LALB_v3.1_03094	GO:0005783, GO:0005789, GO:0035251, GO:0016053
LALB_v3.1_02691	.
LALB_v3.1_02445	.
LALB_v3.1_02935	GO:0030424, GO:0045178, GO:0005938, GO:0005737, GO:0016020, GO:0005874, GO:0043204, GO:0005886, GO:0005819, GO:0005524, GO:0004672, GO:0106310, GO:0004674, GO:0006915, GO:0048036, GO:0030707, GO:0036335, GO:0016319, GO:0030514, GO:0046621, GO:0045886, GO:0045807, GO:0035332, GO:0006468, GO:0007460, GO:0042220, GO:0045471, GO:0035094, GO:0001894
LALB_v3.1_02308	.
LALB_v3.1_02308	.
LALB_v3.1_02411	.
LALB_v3.1_02758	GO:0071944, GO:0005743, GO:0005758, GO:0005759, GO:0005739, GO:0005654, GO:0005524, GO:0016887, GO:0140662, GO:0019901, GO:0003723, GO:0051082, GO:1901856, GO:1903751, GO:0006457, GO:0009386
LALB_v3.1_03068	.
LALB_v3.1_02626	.
LALB_v3.1_02626	.
LALB_v3.1_02884	GO:0005634, GO:0003677, GO:0046983
LALB_v3.1_02784	GO:0034707, GO:0098690, GO:0043005, GO:0005886, GO:0045211, GO:0045202, GO:0016934, GO:0016594, GO:0022852, GO:0046872, GO:0004888, GO:1904315, GO:0071230, GO:0071361, GO:0071294, GO:1902476, GO:0034220, GO:0007218, GO:0043200, GO:0021510, GO:0007416
LALB_v3.1_02784	GO:0034707, GO:0098690, GO:0043005, GO:0005886, GO:0045211, GO:0045202, GO:0016934, GO:0016594, GO:0022852, GO:0046872, GO:0004888, GO:1904315, GO:0071230, GO:0071361, GO:0071294, GO:1902476, GO:0034220, GO:0007218, GO:0043200, GO:0021510, GO:0007416
LALB_v3.1_02959	GO:0005789, GO:0016746, GO:0006629
LALB_v3.1_02581	GO:0005886, GO:0015269, GO:0015271, GO:0022841, GO:0071467, GO:0097623, GO:0071805, GO:0006813, GO:0030322
LALB_v3.1_02858	GO:0005776, GO:0005737, GO:0031410, GO:0005829, GO:0031597, GO:0005789, GO:0031595, GO:0005654, GO:0005634, GO:0048471, GO:0032991, GO:0090734, GO:0042802, GO:0036435, GO:0031593, GO:0006914, GO:0006974, GO:0006281, GO:1901097, GO:2000042, GO:0032434, GO:0006511
LALB_v3.1_02856	GO:0005739, GO:0051537, GO:0009055, GO:0046872, GO:0022900, GO:0140647, GO:0045998, GO:0006694
LALB_v3.1_02756	.
LALB_v3.1_03066	GO:0005737, GO:0004019, GO:0005525, GO:0000287, GO:0044208
LALB_v3.1_02628	GO:0005858, GO:0005737, GO:0036156, GO:0071933, GO:0045504, GO:0045503, GO:0060294, GO:0036159, GO:0034316, GO:0030336, GO:0045669
LALB_v3.1_02694	.
LALB_v3.1_02243	GO:0005737, GO:0005829, GO:0016020, GO:0005635, GO:0042393, GO:0140713, GO:0061608, GO:0031267, GO:0031144, GO:0006606
LALB_v3.1_02414	.
LALB_v3.1_02238	GO:0005634, GO:0016706, GO:0032452, GO:0071558, GO:0051864, GO:0032454, GO:0035575, GO:0046872, GO:0003712, GO:0030901, GO:0006357
LALB_v3.1_02238	GO:0005634, GO:0016706, GO:0032452, GO:0071558, GO:0051864, GO:0032454, GO:0035575, GO:0046872, GO:0003712, GO:0030901, GO:0006357
LALB_v3.1_02238	GO:0005634, GO:0016706, GO:0032452, GO:0071558, GO:0051864, GO:0032454, GO:0035575, GO:0046872, GO:0003712, GO:0030901, GO:0006357
LALB_v3.1_02238	GO:0005634, GO:0016706, GO:0032452, GO:0071558, GO:0051864, GO:0032454, GO:0035575, GO:0046872, GO:0003712, GO:0030901, GO:0006357
LALB_v3.1_03091	GO:0005743, GO:0000095, GO:0015805
LALB_v3.1_02920	GO:0016281, GO:0043232, GO:0045202, GO:0003729, GO:0003743, GO:0060903, GO:0001934, GO:0045727, GO:0007286, GO:0007283, GO:0006412, GO:0006413
LALB_v3.1_02805	.
LALB_v3.1_02972	GO:0005737, GO:0030346, GO:0007610, GO:0015031
LALB_v3.1_02972	GO:0005737, GO:0030346, GO:0007610, GO:0015031
LALB_v3.1_02236	GO:0016020, GO:0004555, GO:0005991
LALB_v3.1_02339	.
LALB_v3.1_03100	GO:0005783, GO:0016020, GO:0008194
LALB_v3.1_02271	GO:0005826, GO:0032154, GO:0070938, GO:0005737, GO:0045172, GO:0035323, GO:0005634, GO:0003779, GO:0051015, GO:0008017, GO:0017022, GO:0000915, GO:0008356, GO:0007349, GO:0007105, GO:0043063, GO:0030726, GO:0007112, GO:0000281, GO:0048477, GO:0007009, GO:0007279, GO:0008104, GO:0032465, GO:0007423, GO:0045035, GO:0031106
LALB_v3.1_02271	GO:0005826, GO:0032154, GO:0070938, GO:0005737, GO:0045172, GO:0035323, GO:0005634, GO:0003779, GO:0051015, GO:0008017, GO:0017022, GO:0000915, GO:0008356, GO:0007349, GO:0007105, GO:0043063, GO:0030726, GO:0007112, GO:0000281, GO:0048477, GO:0007009, GO:0007279, GO:0008104, GO:0032465, GO:0007423, GO:0045035, GO:0031106
LALB_v3.1_02271	GO:0005826, GO:0032154, GO:0070938, GO:0005737, GO:0045172, GO:0035323, GO:0005634, GO:0003779, GO:0051015, GO:0008017, GO:0017022, GO:0000915, GO:0008356, GO:0007349, GO:0007105, GO:0043063, GO:0030726, GO:0007112, GO:0000281, GO:0048477, GO:0007009, GO:0007279, GO:0008104, GO:0032465, GO:0007423, GO:0045035, GO:0031106
LALB_v3.1_02271	GO:0005826, GO:0032154, GO:0070938, GO:0005737, GO:0045172, GO:0035323, GO:0005634, GO:0003779, GO:0051015, GO:0008017, GO:0017022, GO:0000915, GO:0008356, GO:0007349, GO:0007105, GO:0043063, GO:0030726, GO:0007112, GO:0000281, GO:0048477, GO:0007009, GO:0007279, GO:0008104, GO:0032465, GO:0007423, GO:0045035, GO:0031106
